Fighter_Name,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Height_in,Reach_in,Weight_lbs,Ape_Index,Weight_Class
Reuben Duran,Orthodox,1983-07-02,11,7,1,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,67,71.0,135.0,4.0,Bantamweight
Cody Durden,Southpaw,1991-03-29,17,10,1,3.34,0.44,4.19,0.5,3.89,0.46,0.6,0.6,67,67.0,125.0,0.0,Flyweight
Merab Dvalishvili,Orthodox,1991-01-10,21,5,0,4.42,0.41,2.8,0.54,5.97,0.35,0.76,0.3,66,68.0,135.0,2.0,Bantamweight
David Dvorak,Orthodox,1992-06-05,20,6,0,3.48,0.43,3.29,0.59,0.58,0.3,0.7,0.2,65,68.0,125.0,3.0,Flyweight
Matt Dwyer,Orthodox,1989-12-17,9,4,0,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,76,76.0,170.0,0.0,Welterweight
Rolando Dy,Orthodox,1990-08-11,9,7,1,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,68,69.0,145.0,1.0,Featherweight
Shanelle Dyer,Orthodox,2001-04-23,6,1,0,7.67,0.41,7.8,0.44,0.0,0.0,0.0,0.0,66,65.0,115.0,-1.0,Flyweight
Marvin Eastman,Orthodox,1971-06-08,18,15,1,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,69,73.0,185.0,4.0,Middleweight
Mike Easton,Southpaw,1984-01-25,13,6,0,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,66,70.0,135.0,4.0,Bantamweight
Brian Ebersole,Southpaw,1980-11-27,51,18,1,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,72,73.0,170.0,1.0,Welterweight
Roybert Echeverria,Switch,1995-08-21,7,1,0,2.95,0.53,2.52,0.57,0.0,0.0,0.71,2.6,65,67.0,125.0,2.0,Flyweight
Mark Eddiva,Orthodox,1986-02-16,6,3,0,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0,68,68.0,145.0,0.0,Featherweight
Frankie Edgar,Orthodox,1981-10-16,23,11,1,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,66,68.0,135.0,2.0,Bantamweight
Johnny Eduardo,Orthodox,1978-08-03,28,13,0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4,67,71.0,135.0,4.0,Bantamweight
Yves Edwards,Southpaw,1976-09-30,42,22,1,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,69,73.0,155.0,4.0,Lightweight
Justin Edwards,Orthodox,1983-01-26,9,5,0,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,70,70.0,155.0,0.0,Lightweight
Leon Edwards,Southpaw,1991-08-25,22,6,0,2.6,0.54,2.44,0.52,1.25,0.37,0.63,0.4,74,74.0,170.0,0.0,Welterweight
Te Edwards,Orthodox,1990-09-11,6,3,0,1.5,0.41,4.15,0.44,0.72,1.0,0.44,0.0,68,72.0,155.0,4.0,Lightweight
Joselyne Edwards,Orthodox,1995-09-29,17,6,0,4.61,0.53,3.24,0.5,1.43,0.4,0.61,0.6,68,70.0,135.0,2.0,Bantamweight
Stephanie Egger,Orthodox,1988-08-12,8,5,0,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6,66,68.0,135.0,2.0,Bantamweight
Per Eklund,Orthodox,1980-11-12,14,5,1,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6,70,72.0,155.0,2.0,Lightweight
Evan Elder,Switch,1997-04-11,10,2,0,5.66,0.5,4.94,0.57,0.48,0.15,0.4,0.5,70,72.0,155.0,2.0,Lightweight
Billy Elekana,Southpaw,1995-05-28,10,2,0,2.71,0.56,3.59,0.46,0.85,0.22,0.0,0.8,75,77.0,205.0,2.0,Light Heavyweight
Joao Elias,Southpaw,1995-01-08,17,4,1,0.4,0.5,6.47,0.2,0.0,0.0,0.5,0.0,63,64.0,125.0,1.0,Flyweight
Darren Elkins,Orthodox,1984-05-16,29,12,0,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,70,71.0,145.0,1.0,Featherweight
Jake Ellenberger,Orthodox,1985-03-28,31,15,0,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,69,71.0,170.0,2.0,Welterweight
Joe Ellenberger,Orthodox,1985-03-28,15,2,0,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,69,72.0,155.0,3.0,Lightweight
Tim Elliott,Southpaw,1986-12-24,22,13,1,3.37,0.44,2.65,0.57,3.71,0.47,0.59,1.1,67,66.0,125.0,-1.0,Flyweight
Oban Elliott,Orthodox,1997-12-19,12,4,0,3.62,0.48,2.24,0.61,1.52,0.4,0.52,0.0,72,72.0,170.0,0.0,Welterweight
Elisha Ellison,Orthodox,1997-03-05,5,2,0,1.57,0.33,15.13,0.4,0.0,0.0,0.0,0.0,72,78.0,238.0,6.0,Heavyweight
Cameron Else,Switch,1987-04-27,10,6,0,1.99,0.4,8.09,0.51,0.0,0.0,0.0,0.0,69,71.0,135.0,2.0,Bantamweight
Ramazan Emeev,Southpaw,1987-05-23,20,6,0,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,70,76.0,170.0,6.0,Welterweight
Fedor Emelianenko,Orthodox,1976-09-28,36,5,0,3.18,0.51,1.0,0.63,2.0,0.63,0.82,1.9,72,74.0,230.0,2.0,Heavyweight
Rob Emerson,Orthodox,1981-07-30,18,12,0,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,69,70.0,155.0,1.0,Lightweight
Jamall Emmers,Orthodox,1989-07-24,22,8,0,5.1,0.49,3.92,0.57,2.59,0.53,0.81,0.3,70,74.0,145.0,4.0,Featherweight
Josh Emmett,Orthodox,1985-03-04,19,6,0,3.72,0.35,4.43,0.6,1.08,0.37,0.43,0.1,66,70.0,145.0,4.0,Featherweight
Kolton Englund,Orthodox,1993-07-09,9,4,0,2.31,0.25,11.54,0.4,0.0,0.0,0.0,0.0,70,69.0,155.0,-1.0,Lightweight
Oliver Enkamp,Switch,1991-08-10,7,2,0,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,72,77.0,170.0,5.0,Welterweight
Andy Enz,Orthodox,1991-08-15,10,4,0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,75,78.0,185.0,3.0,Middleweight
Yuji Ephoevi-Ga,Switch,1999-10-19,11,1,0,2.67,0.71,2.6,0.44,0.0,0.0,0.6,0.0,72,75.0,155.0,3.0,Lightweight
Abdellah Er-Ramy,Orthodox,1996-09-19,7,2,0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,72,74.0,185.0,2.0,Middleweight
Steve Erceg,Orthodox,1995-07-27,13,4,0,4.0,0.45,3.79,0.52,1.15,0.27,0.62,0.4,68,68.0,125.0,0.0,Flyweight
Julian Erosa,Southpaw,1989-07-31,31,13,0,6.21,0.48,6.27,0.48,1.78,0.43,0.61,0.7,73,74.0,145.0,1.0,Featherweight
Jarno Errens,Orthodox,1994-11-17,14,6,1,3.29,0.44,3.29,0.61,0.0,0.0,0.33,0.3,71,73.0,145.0,2.0,Featherweight
Ivan Erslan,Orthodox,1991-11-15,14,6,0,2.55,0.46,5.01,0.53,0.45,0.2,0.61,0.0,74,72.0,205.0,-2.0,Light Heavyweight
Cole Escovedo,Orthodox,1981-08-30,17,9,0,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,67,72.0,135.0,5.0,Bantamweight
Efrain Escudero,Orthodox,1986-01-15,28,12,0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,69,71.0,155.0,2.0,Lightweight
Carla Esparza,Orthodox,1987-10-10,20,8,0,2.19,0.39,2.87,0.54,3.28,0.36,0.47,0.3,61,63.0,115.0,2.0,Flyweight
Juan Espino,Orthodox,1980-10-09,11,2,0,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4,75,80.0,255.0,5.0,Heavyweight
Jordan Espinosa,Orthodox,1989-11-08,15,9,0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,66,69.0,125.0,3.0,Flyweight
Jodie Esquibel,Orthodox,1986-05-07,6,6,0,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,61,64.0,115.0,3.0,Flyweight
Rafael Estevam,Orthodox,1996-08-10,14,0,0,2.1,0.54,2.59,0.47,6.01,0.38,0.66,0.3,68,69.0,135.0,1.0,Bantamweight
Achilles Estremadura,Orthodox,1992-03-11,7,1,0,3.2,0.43,3.27,0.7,0.0,0.0,0.0,0.0,70,68.0,155.0,-2.0,Lightweight
Shaun Etchell,Switch,1993-08-05,7,3,0,0.0,0.0,0.0,0.0,4.37,1.0,1.0,0.0,67,68.0,125.0,1.0,Flyweight
Terry Etim,Orthodox,1986-01-11,16,5,0,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,73,73.0,155.0,0.0,Lightweight
Sijara Eubanks,Orthodox,1985-04-27,8,7,0,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3,64,67.0,125.0,3.0,Flyweight
Billy Evangelista,Orthodox,1980-10-07,13,3,0,4.51,0.4,3.96,0.61,1.6,0.19,0.61,0.2,68,68.0,155.0,0.0,Lightweight
Rashad Evans,Orthodox,1979-09-25,19,8,1,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,72,75.0,205.0,3.0,Light Heavyweight
Ashlee Evans-Smith,Orthodox,1987-07-09,6,6,0,4.03,0.34,4.59,0.53,0.95,0.22,0.5,0.0,68,67.0,135.0,-1.0,Bantamweight
Tonya Evinger,Orthodox,1981-06-04,19,8,0,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,67,70.0,135.0,3.0,Bantamweight
Movsar Evloev,Orthodox,1994-02-11,19,0,0,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2,67,72.0,145.0,5.0,Featherweight
Andre Ewell,Southpaw,1988-01-21,17,9,0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,68,75.0,145.0,7.0,Featherweight
Chris Ewert,Orthodox,1993-09-06,7,1,0,3.4,0.37,4.33,0.5,0.0,0.0,0.42,0.0,72,75.0,185.0,3.0,Middleweight
Ethyn Ewing,Orthodox,1998-02-16,9,2,0,5.67,0.52,5.13,0.47,3.0,0.6,1.0,0.0,66,69.0,135.0,3.0,Bantamweight
Manuel Exposito,Orthodox,2000-05-09,13,3,0,2.53,0.27,9.73,0.34,2.0,0.4,1.0,0.0,67,68.0,145.0,1.0,Featherweight
Jessica Eye,Orthodox,1986-07-27,15,11,0,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,66,66.0,125.0,0.0,Flyweight
Urijah Faber,Orthodox,1979-05-14,35,11,0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,66,67.0,135.0,1.0,Bantamweight
Melinda Fabian,Orthodox,1987-06-25,4,4,2,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0,66,66.0,125.0,0.0,Flyweight
Wagnney Fabiano,Southpaw,1975-07-14,16,4,0,1.19,0.38,0.66,0.7,3.44,0.64,1.0,0.4,66,69.0,145.0,3.0,Featherweight
Bartosz Fabinski,Orthodox,1986-04-26,15,5,0,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0,72,75.0,170.0,3.0,Welterweight
Zarah Fairn,Orthodox,1983-12-10,6,6,0,4.55,0.31,7.4,0.45,0.0,0.0,0.6,0.0,68,72.0,135.0,4.0,Bantamweight
Rinat Fakhretdinov,Orthodox,1991-09-28,24,1,1,5.03,0.52,3.61,0.54,3.91,0.34,0.91,0.2,72,74.0,170.0,2.0,Welterweight
Pedro Falcao,Orthodox,1992-07-30,16,5,0,3.21,0.48,3.39,0.5,2.73,0.25,0.66,0.0,66,66.0,135.0,0.0,Bantamweight
Jair Farias,Orthodox,1993-03-16,10,1,0,3.8,0.39,5.33,0.51,0.0,0.0,0.41,0.0,73,76.0,145.0,3.0,Featherweight
Rico Farrington,Southpaw,1989-06-19,7,3,0,6.33,0.41,7.2,0.51,0.0,0.0,0.2,0.0,76,79.0,170.0,3.0,Welterweight
Paul Felder,Orthodox,1984-04-25,17,6,0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,71,70.0,155.0,-1.0,Lightweight
Carlos Felipe,Orthodox,1995-01-12,11,2,0,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,72,75.0,245.0,3.0,Heavyweight
Feng Xiaocan,Southpaw,2001-10-27,10,4,0,4.18,0.49,1.49,0.68,0.7,1.0,0.63,0.0,67,67.0,115.0,0.0,Flyweight
Kevin Ferguson,Orthodox,1974-02-08,5,2,0,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,74,77.0,235.0,3.0,Heavyweight
Tony Ferguson,Orthodox,1984-02-12,26,11,0,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,71,76.0,170.0,5.0,Welterweight
Gabriella Fernandes,Southpaw,1993-08-13,11,3,0,3.56,0.48,5.19,0.52,0.44,0.18,0.68,0.2,66,66.0,125.0,0.0,Flyweight
Kaue Fernandes,Orthodox,1995-03-17,11,2,0,4.28,0.55,1.42,0.62,1.18,1.0,0.76,0.0,69,73.0,155.0,4.0,Lightweight
Luke Fernandez,Orthodox,1995-06-29,6,1,0,8.14,0.58,10.17,0.36,0.0,0.0,0.0,0.0,73,76.0,205.0,3.0,Light Heavyweight
Lucas Fernando,Orthodox,1997-01-10,9,2,0,1.87,0.51,4.73,0.38,3.0,0.3,0.0,1.0,75,80.0,185.0,5.0,Middleweight
Cezar Ferreira,Southpaw,1985-02-15,13,8,0,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,73,78.0,185.0,5.0,Middleweight
Diego Ferreira,Orthodox,1985-01-18,19,7,0,4.7,0.39,3.46,0.55,0.82,0.3,0.57,0.6,69,74.0,155.0,5.0,Lightweight
Erisson Ferreira,Orthodox,1991-05-03,12,2,0,1.75,0.32,2.75,0.56,1.11,1.0,0.66,1.7,66,70.0,125.0,4.0,Flyweight
Brunno Ferreira,Orthodox,1992-11-04,15,3,0,3.77,0.5,3.91,0.51,1.25,0.23,0.61,0.8,70,72.0,185.0,2.0,Middleweight
Timo Feucht,Orthodox,1996-01-18,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,79.0,205.0,4.0,Light Heavyweight
Andre Fialho,Orthodox,1994-04-07,16,8,0,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,72,74.0,170.0,2.0,Welterweight
Drew Fickett,Orthodox,1979-12-14,42,21,0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,70,70.0,155.0,0.0,Lightweight
Michal Figlak,Orthodox,1996-08-15,8,2,0,4.0,0.39,4.93,0.52,0.5,0.12,0.57,0.0,70,70.0,155.0,0.0,Lightweight
Deiveson Figueiredo,Orthodox,1987-12-18,25,6,1,2.63,0.53,3.47,0.49,1.61,0.35,0.57,1.2,65,68.0,135.0,3.0,Bantamweight
Francisco Figueiredo,Southpaw,1989-10-23,13,5,1,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,66,68.0,125.0,2.0,Flyweight
Edwin Figueroa,Orthodox,1984-07-31,9,5,0,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,67,69.0,135.0,2.0,Bantamweight
Jafel Filho,Orthodox,1993-05-05,17,4,0,1.85,0.41,1.62,0.5,2.52,0.45,0.66,2.2,67,68.0,125.0,1.0,Flyweight
Andre Fili,Orthodox,1990-06-25,25,12,0,3.87,0.37,4.23,0.51,2.22,0.45,0.71,0.2,71,74.0,145.0,3.0,Featherweight
Mirko Filipovic,Southpaw,1974-09-10,35,11,2,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,74,73.0,230.0,-1.0,Heavyweight
Torrez Finney,Orthodox,1998-10-24,11,1,0,1.78,0.54,3.34,0.4,6.86,0.59,0.75,0.8,68,75.0,185.0,7.0,Middleweight
Luigi Fioravanti,Orthodox,1981-01-22,26,15,0,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,68,70.0,170.0,2.0,Welterweight
Nick Fiore,Orthodox,1997-12-10,6,2,0,2.83,0.46,7.93,0.42,2.5,0.45,0.71,0.0,70,72.0,155.0,2.0,Lightweight
Manon Fiorot,Orthodox,1990-02-17,13,2,0,5.66,0.42,3.58,0.66,1.05,0.29,0.87,0.0,67,65.0,125.0,-2.0,Flyweight
Spencer Fisher,Southpaw,1976-05-09,24,9,0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,67,68.0,155.0,1.0,Lightweight
Chris Fishgold,Orthodox,1992-06-06,18,4,1,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,68,68.0,145.0,0.0,Featherweight
Jon Fitch,Orthodox,1978-02-24,30,7,1,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,72,74.0,170.0,2.0,Welterweight
Rafael Fiziev,Switch,1993-03-05,13,5,0,4.71,0.52,4.84,0.49,0.83,0.66,0.9,0.0,68,71.0,155.0,3.0,Lightweight
AJ Fletcher,Switch,1997-02-18,10,3,0,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9,70,67.0,170.0,-3.0,Welterweight
Nathan Fletcher,Orthodox,1998-01-03,9,3,0,3.41,0.59,2.16,0.57,3.37,0.38,0.5,0.7,67,70.0,135.0,3.0,Bantamweight
Jimmy Flick,Orthodox,1990-09-07,17,9,0,1.67,0.5,4.7,0.43,2.36,0.33,0.0,3.5,67,68.0,125.0,1.0,Flyweight
Luke Flores,Southpaw,1988-03-17,9,2,0,1.56,0.44,1.88,0.6,0.0,0.0,0.4,1.2,72,73.0,155.0,1.0,Lightweight
Ty Flores,Switch,1993-12-22,7,3,0,2.0,0.37,7.8,0.25,1.0,0.09,0.0,0.0,75,73.0,205.0,-2.0,Light Heavyweight
Alejandro Flores,Orthodox,1991-08-06,17,3,0,3.66,0.4,2.02,0.54,0.0,0.0,0.0,0.0,70,73.0,145.0,3.0,Featherweight
Kenny Florian,Southpaw,1976-05-26,14,6,0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,70,74.0,145.0,4.0,Featherweight
Darrius Flowers,Orthodox,1994-08-25,12,8,1,3.07,0.49,5.49,0.44,0.98,0.28,0.63,0.0,69,71.0,155.0,2.0,Lightweight
Caros Fodor,Orthodox,1984-01-07,11,6,0,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,69,74.0,155.0,5.0,Lightweight
Rob Font,Orthodox,1987-06-25,22,10,0,5.11,0.45,3.53,0.57,0.7,0.29,0.37,0.3,68,71.0,135.0,3.0,Bantamweight
Jesse Forbes,Southpaw,1984-10-24,15,5,0,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,74,75.0,185.0,1.0,Middleweight
Raheam Forest,Switch,1997-07-11,7,2,0,5.32,0.38,12.15,0.42,0.0,0.0,0.0,0.0,71,73.0,170.0,2.0,Welterweight
Jussier Formiga,Orthodox,1985-04-14,23,8,0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,65,67.0,125.0,2.0,Flyweight
Carol Foro,Orthodox,1997-03-21,9,1,0,7.8,0.55,7.67,0.58,0.0,0.0,1.0,0.0,62,61.0,115.0,-1.0,Flyweight
Renee Forte,Orthodox,1987-03-27,8,4,0,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,67,71.0,155.0,4.0,Lightweight
Brianna Fortino,Southpaw,1993-08-04,9,3,0,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0,60,62.0,115.0,2.0,Flyweight
Marcel Fortuna,Orthodox,1985-10-22,9,3,0,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,73,74.0,205.0,1.0,Light Heavyweight
Brian Foster,Orthodox,1984-04-03,27,10,0,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,69,71.0,170.0,2.0,Welterweight
Hermes Franca,Orthodox,1974-08-26,24,17,0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,66,71.0,155.0,5.0,Lightweight
Glaico Franca Moreira,Orthodox,1991-02-28,15,5,0,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,72,77.0,155.0,5.0,Lightweight
John Franchi,Orthodox,1982-07-16,6,2,0,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3,66,67.0,145.0,1.0,Featherweight
Felipe Franco,Orthodox,2001-01-22,8,1,0,2.23,0.71,2.84,0.35,6.08,0.4,1.0,0.0,73,76.0,205.0,3.0,Light Heavyweight
Rich Franklin,Southpaw,1974-10-05,29,7,0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,73,76.0,185.0,3.0,Middleweight
Xavier Franklin,Southpaw,1996-10-15,5,1,0,3.07,0.33,5.27,0.5,0.0,0.0,1.0,0.0,66,66.0,135.0,0.0,Bantamweight
Stephanie Frausto,Orthodox,1990-09-20,8,7,0,1.43,0.21,3.57,0.6,0.0,0.0,0.0,0.0,62,61.0,115.0,-1.0,Flyweight
Justin Frazier,Southpaw,1989-06-15,10,3,0,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,72,75.0,265.0,3.0,Heavyweight
Denzel Freeman,Southpaw,1991-11-10,7,2,0,2.45,0.56,3.4,0.5,0.0,0.0,0.5,0.0,73,77.0,265.0,4.0,Heavyweight
Patricio Freire,Orthodox,1987-07-07,37,8,0,2.68,0.43,4.23,0.57,1.49,0.33,0.88,0.6,66,67.0,145.0,1.0,Featherweight
Patricky Freire,Orthodox,1986-06-01,17,8,0,3.06,0.44,3.34,0.69,1.26,0.33,1.0,0.0,67,71.0,155.0,4.0,Lightweight
Josh Fremd,Orthodox,1994-01-15,11,6,0,2.52,0.44,2.23,0.47,0.66,0.25,0.3,1.1,76,76.0,185.0,0.0,Middleweight
Matt Frevola,Orthodox,1990-06-11,11,6,1,3.3,0.39,3.76,0.56,2.34,0.41,0.4,0.8,69,71.0,155.0,2.0,Lightweight
Jinh Yu Frey,Southpaw,1985-05-20,11,10,0,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,63,65.0,115.0,2.0,Flyweight
Sarah Frota,Southpaw,1987-04-14,9,2,0,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,66,69.0,125.0,3.0,Flyweight
Daniel Frunza,Orthodox,1994-04-13,9,4,0,3.25,0.38,4.32,0.5,0.0,0.0,0.5,0.0,73,73.0,170.0,0.0,Welterweight
Allen Frye Jr.,Orthodox,1998-04-15,6,1,0,2.2,0.38,4.27,0.36,0.0,0.0,0.0,0.0,77,80.0,265.0,3.0,Heavyweight
Adam Fugitt,Southpaw,1989-01-12,10,6,0,4.88,0.46,5.33,0.51,1.63,0.22,0.5,0.0,73,77.0,170.0,4.0,Welterweight
Riki Fukuda,Southpaw,1981-01-06,24,9,0,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,72,73.0,185.0,1.0,Middleweight
Masio Fullen,Orthodox,1986-10-06,11,7,0,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,70,70.0,145.0,0.0,Featherweight
Ricardo Funch,Southpaw,1980-08-14,9,6,0,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,70,74.0,170.0,4.0,Welterweight
Claudia Gadelha,Orthodox,1988-12-07,18,5,0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,64,63.0,115.0,-1.0,Flyweight
Magomed Gadzhiyasulov,Orthodox,1993-11-04,9,1,0,2.89,0.49,1.64,0.62,3.67,0.73,0.61,0.0,74,75.0,205.0,1.0,Light Heavyweight
Justin Gaethje,Orthodox,1988-11-14,27,5,0,6.48,0.58,7.05,0.51,0.33,0.4,0.74,0.0,71,70.0,155.0,-1.0,Lightweight
Muin Gafurov,Orthodox,1996-05-17,20,7,0,3.36,0.47,2.51,0.55,1.57,0.28,0.7,0.0,67,68.0,135.0,1.0,Bantamweight
Mitch Gagnon,Southpaw,1984-10-10,12,5,0,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,65,65.0,135.0,0.0,Bantamweight
Mickey Gall,Switch,1992-01-22,7,7,0,3.5,0.49,4.72,0.49,1.15,0.32,0.37,1.6,74,74.0,170.0,0.0,Welterweight
Manvel Gamburyan,Orthodox,1981-05-08,15,10,0,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,65,67.0,135.0,2.0,Bantamweight
Mateusz Gamrot,Southpaw,1990-12-11,25,4,0,3.29,0.51,2.96,0.59,5.15,0.37,0.83,0.1,70,70.0,155.0,0.0,Lightweight
Shamil Gamzatov,Orthodox,1990-08-09,14,1,0,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,74,76.0,205.0,2.0,Light Heavyweight
Ryan Gandra,Orthodox,1995-05-08,9,1,0,13.02,0.5,1.7,0.81,0.0,0.0,1.0,0.0,73,74.0,185.0,1.0,Middleweight
Ciryl Gane,Orthodox,1990-04-12,13,2,0,5.29,0.61,2.33,0.6,0.68,0.25,0.47,0.6,76,81.0,247.0,5.0,Heavyweight
Tommy Gantt,Orthodox,1993-01-09,11,0,0,1.08,1.0,0.36,0.66,10.78,0.4,0.0,5.4,71,76.0,155.0,5.0,Lightweight
Eduardo Garagorri,Orthodox,1989-05-28,13,2,0,3.42,0.51,2.36,0.58,0.48,1.0,0.61,0.0,69,70.0,145.0,1.0,Featherweight
Cody Garbrandt,Orthodox,1991-07-07,15,7,0,2.79,0.4,3.66,0.58,0.85,0.22,0.81,0.0,68,65.0,135.0,-3.0,Bantamweight
Leonard Garcia,Orthodox,1979-07-14,18,13,1,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,70,68.0,145.0,-2.0,Featherweight
Edgar Garcia,Orthodox,1984-02-22,14,5,0,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,70,71.0,170.0,1.0,Welterweight
Alex Garcia,Orthodox,1987-07-14,15,6,0,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,69,72.0,170.0,3.0,Welterweight
Steve Garcia,Southpaw,1992-05-22,19,5,0,5.39,0.49,2.12,0.59,0.86,0.4,0.88,0.4,72,75.0,145.0,3.0,Featherweight
Elias Garcia,Southpaw,1992-09-13,6,2,0,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,65,67.0,125.0,2.0,Flyweight
Rafa Garcia,Orthodox,1994-08-05,18,4,0,4.31,0.45,4.54,0.61,3.13,0.44,0.76,0.5,67,70.0,155.0,3.0,Lightweight
Fernie Garcia,Orthodox,1992-04-12,10,5,0,2.04,0.34,3.79,0.48,0.28,0.5,0.5,0.6,67,67.0,135.0,0.0,Bantamweight
Pablo Garza,Orthodox,1983-09-16,12,4,0,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,73,73.0,145.0,0.0,Featherweight
Kelvin Gastelum,Southpaw,1991-10-24,21,10,0,3.67,0.42,3.53,0.57,1.01,0.34,0.6,0.1,69,71.0,185.0,2.0,Middleweight
Willie Gates,Orthodox,1987-01-21,12,7,0,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,68,72.0,125.0,4.0,Flyweight
Melissa Gatto,Orthodox,1996-05-02,9,2,2,3.78,0.49,2.84,0.54,1.47,0.28,0.63,0.5,65,69.0,125.0,4.0,Flyweight
Sean Gauci,Switch,1996-10-07,10,1,0,5.07,0.59,5.8,0.68,4.0,0.44,1.0,0.0,65,64.0,125.0,-1.0,Flyweight
Louis Gaudinot,Orthodox,1984-08-28,8,4,0,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,63,63.0,125.0,0.0,Flyweight
